age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
23,M,210,Célibataire,0,false,9313 IE 54
83,M,486,Célibataire,0,false,3894 HB 56
33,M,436,En Couple,0,false,9972 TR 48
79,M,549,En Couple,3,false,5796 AO 66
20,M,431,En Couple,0,false,7792 GX 92
47,M,492,Célibataire,0,false,6696 CM 95
24,F,1017,En Couple,0,false,6787 VI 63
60,M,420,En Couple,2,false,9651 WF 13
18,M,525,Célibataire,0,false,2034 RX 81
39,F,469,En Couple,0,false,190 XW 76
29,F,1228,Marié(e),1,false,8031 XM 89
19,F,160,En Couple,1,false,3537 XJ 24
41,M,550,En Couple,1,false,3235 FG 71
79,M,487,Célibataire,0,false,1674 FK 81
75,M,476,Seule,3,false,4034 PZ 87
70,M,484,En Couple,4,true,7715 ZQ 88
54,F,420,En Couple,3,false,7068 HZ 95
82,F,893,Célibataire,0,false,9454 AR 11
42,M,549,En Couple,3,false,9719 WP 57
40,M,172,Célibataire,0,false,1818 JS 57
30,M,1325,En Couple,4,false,9688 VZ 44
80,F,878,En Couple,1,false,6845 AX 10
38,M,439,En Couple,2,false,1353 TA 67
20,M,558,En Couple,0,true,6009 VU 72
38,F,547,Seule,3,false,593 DD 58
18,M,870,Célibataire,0,false,3337 FO 59
27,M,454,Célibataire,0,false,5425 HL 69
78,F,549,Célibataire,0,false,8690 MQ 88
73,M,471,En Couple,2,true,643 OP 39
26,M,206,En Couple,0,true,8788 JB 76
23,M,730,En Couple,0,false,3211 WL 78
64,F,962,Célibataire,0,false,2025 QO 46
37,M,1157,En Couple,2,false,7687 VW 24
36,F,427,En Couple,0,false,7026 DZ 91
68,M,578,Célibataire,0,false,8993 RN 46
69,M,470,Célibataire,0,false,4847 YT 26
46,F,503,Seule,2,false,4265 SQ 28
27,F,411,En Couple,1,true,3141 TU 82
26,M,402,En Couple,3,true,6509 HB 76
67,M,485,En Couple,2,false,9303 WI 53
38,M,897,Seule,2,false,6242 DP 20
46,M,207,En Couple,2,false,1871 WS 66
68,F,413,En Couple,0,false,2361 CW 61
31,F,188,En Couple,4,false,1939 XF 86
57,M,240,En Couple,0,false,557 YL 20
21,M,757,Célibataire,0,false,7394 QI 79
36,M,501,En Couple,1,false,7233 FG 37
52,M,1183,Célibataire,0,false,6454 AJ 60
52,M,718,En Couple,1,false,4533 DB 85
83,F,497,En Couple,4,true,7650 GV 28
46,F,485,En Couple,2,false,2207 XJ 95
61,F,471,En Couple,1,false,9587 SA 94
23,M,794,En Couple,1,false,8500 TG 18
36,M,1327,Seule,2,false,3441 YN 70
43,F,892,Célibataire,0,false,5182 AR 75
81,M,733,Célibataire,0,false,3084 UJ 23
32,F,505,En Couple,1,false,7092 PV 80
60,M,159,Célibataire,0,false,8080 HI 51
51,M,472,Célibataire,0,false,6631 CS 84
43,M,530,Célibataire,0,false,1139 QC 22
81,M,517,En Couple,2,false,4289 TY 58
39,M,1107,En Couple,1,false,5204 HZ 14
58,F,517,En Couple,3,false,1654 TT 71
18,M,556,Célibataire,0,false,7260 YK 51
36,M,590,Célibataire,0,false,3412 XQ 10
51,F,483,Célibataire,0,false,5022 PR 71
59,M,408,En Couple,2,false,68 YL 69
70,F,448,En Couple,4,false,7 IG 86
27,M,455,En Couple,0,false,3192 RG 38
71,F,547,Seule,1,false,9408 UQ 42
?,F,247,En Couple,3,true,1693 XZ 87
39,F,1004,Célibataire,0,false,8809 DJ 20
20,F,407,Seul,0,false,3064 TZ 34
37,M,1119,En Couple,1,false,7806 RK 70
54,M,593,Célibataire,0,false,2026 NF 15
79,M,173,En Couple,1,true,1923 IG 42
27,M,529,En Couple,1,true,1566 OD 57
57,M,494,En Couple,0,false,745 FY 31
44,F,567,Seule,1,false,119 IS 61
47,F,516,En Couple,4,true,8761 FU 53
23,M,570,En Couple,4,false,2709 MS 53
78,M,803,En Couple,2,false,8565 DJ 15
31,M,226,Célibataire,0,false,4862 XN 14
27,M,932,En Couple,0,false,7771 GL 50
56,M,514,Célibataire,0,false,4374 PM 73
26,M,1385,Seule,1,false,7347 IQ 13
19,M,545,En Couple,3,true,2105 XH 88
32,F,461,Célibataire,0,false,142 SG 45
25,M,238,En Couple,4,false,5998 XA 89
48,M,456,En Couple,1,true,3495 VG 59
56,M,231,En Couple,0,false,9971 AU 74
50,M,1023,Célibataire,0,false,1523 SE 50
72,M,1274,En Couple,2,false,4629 ZE 45
74,F,449,En Couple,3,true,6066 GR 95
30,F,204,En Couple,1,true,247 BP 31
24,F,243,En Couple,2,false,8445 BE 52
19,M,471,Célibataire,0,false,2535 PV 73
22,M,1380,En Couple,2,false,2952 GS 96
75,F,980,Seule,3,false,3022 XI 32
62,M,197,Célibataire,0,false,7807 CV 62
63,M,522,Célibataire,0,false,2926 ES 98
41,M,489,En Couple,0,false,1834 LF 97
31,F,587,Célibataire,0,false,2659 XF 52
50,M,1335,En Couple,3,false,3578 UU 82
74,M,468,En Couple,1,true,3381 PA 47
54,M,415,Célibataire,0,false,8299 YZ 65
54,M,543,En Couple,1,false,6658 XY 57
29,M,579,En Couple,0,false,5394 HN 11
37,M,176,Célibataire,0,false,7013 UR 89
51,M,1316,Seule,2,false,9406 XD 72
37,M,785,En Couple,2,false,4740 PY 68
71,F,486,Seule,2,false,409 PB 62
49,M,1151,Célibataire,0,false,7499 NL 52
39,M,587,En Couple,0,false,2182 KS 57
78,M,577,Seule,3,false,6835 PL 95
38,M,1229,Célibataire,0,false,9506 VF 19
58,F,1365,Seule,1,false,9695 UW 24
64,M,158,En Couple,1,false,2020 IH 41
55,M,433,En Couple,0,false,1947 FR 77
35,M,584,En Couple,3,false,8222 GK 33
?,F,449,En Couple,3,false,3805 BP 46
29,F,153,Célibataire,0,false,6491 OB 57
51,M,541,Célibataire,0,false,1094 LA 49
56,M,584,En Couple,4,true,7329 MJ 87
53,M,592,En Couple,2,true,6768 SA 34
25,M,1215,En Couple,0,false,8783 ZV 77
27,Masculin,506,Seule,2,false,846 KB 53
83,M,452,En Couple,1,false,3229 RJ 20
39,F,196,Célibataire,0,false,9568 JE 76
19,F,1034,Célibataire,0,false,7280 SZ 92
62,F,504,Célibataire,0,false,4238 RD 83
41,M,769,En Couple,4,false,3172 VH 85
65,M,237,En Couple,3,true,5994 WA 91
27,M,845,En Couple,4,false,7090 JL 40
72,F,928,Célibataire,0,false,7521 KH 88
78,M,167,Seule,1,false,7290 DS 12
24,M,521,Célibataire,0,false,1704 DA 51
67,F,422,Célibataire,0,false,1143 QM 10
48,M,455,En Couple,3,false,5824 IP 19
26,M,458,En Couple,1,false,3312 JN 88
58,M,598,En Couple,2,false,6115 EQ 34
39,F,555,Célibataire,0,false,2018 LS 44
27,M,449,En Couple,3,false,7895 FG 22
36,M,506,En Couple,2,false,6984 NL 97
74,M,499,En Couple,0,false,9016 BO 15
59,M,526,En Couple,4,false,6661 CI 20
18,F,504,Seule,2,false,5999 UA 95
30,M,156,En Couple,0,false,9399 EJ 67
25,M,455,Célibataire,0,false,6895 XA 26
61,F,578,En Couple,0,false,7091 DY 96
38,M,205,En Couple,2,false,7188 NY 80
72,F,477,Célibataire,0,false,9709 JS 33
39,F,489,En Couple,4,true,36 TF 41
43,F,525,Célibataire,0,false,15 VT 89
84,F,783,En Couple,0,false,447 ZP 88
48,F,1094,En Couple,2,false,2638 DR 17
47,M,177,En Couple,1,false,2849 QP 34
70,M,401,En Couple,4,true,6618 FG 22
35,M,595,Célibataire,0,false,8572 QY 38
83,M,544,En Couple,2,false,7547 LK 20
52,F,1215,Célibataire,0,false,4512 WQ 78
59,M,548,Célibataire,0,false,6599 KJ 35
69,M,867,En Couple,1,false,7333 ZJ 85
58,M,173,En Couple,3,false,1929 DT 53
20,M,1263,En Couple,3,true,2605 YB 93
50,Homme,1096,Célibataire,0,false,6569 NQ 28
20,M,582,Célibataire,0,false,6500 US 85
36,M,413,Célibataire,0,false,744 ZC 41
29,F,1053,En Couple,4,true,3201 MQ 23
49,M,575,Célibataire,0,false,1410 HO 27
56,M,573,Célibataire,0,false,5108 MG 66
30,M,467,Seule,3,false,6299 PM 19
44,M,748,En Couple,0,false,1816 FN 41
66,F,164,Célibataire,0,false,5268 CY 14
25,M,1242,En Couple,4,true,48 ZR 73
21,F,220,En Couple,3,false,8134 ZY 93
74,F,716,En Couple,2,false,6843 XO 11
78,M,493,En Couple,3,true,1652 LU 92
25,M,445,Célibataire,0,false,9617 UY 87
68,M,569,En Couple,4,false,9674 PL 40
23,M,476,En Couple,4,false,885 KQ 79
70,F,953,En Couple,2,false,865 FS 88
28,M,493,En Couple,1,false,4579 SX 61
34,F,453,En Couple,2,false,7178 AT 53
22,M,574,En Couple,0,true,8849 GX 16
52,M,192,Célibataire,0,false,8240 RL 79
25,M,238,En Couple,0,true,303 ZU 10
26,F,237,Célibataire,0,false,7097 DY 75
82,F,454,En Couple,1,true,8136 QI 23
25,Homme,486,En Couple,0,false,8483 VJ 89
44,M,589,En Couple,2,false,721 KX 71
54,M,1269,En Couple,0,false,5416 MA 35
24,M,1177,En Couple,4,true,3527 EL 86
18,F,1230,En Couple,3,false,6828 GT 70
52,M,1343,Célibataire,0,false,7475 FA 83
53,M,1179,En Couple,0,false,9643 JE 77
56,F,1227,En Couple,1,false,8486 BS 51
64,F,1226,En Couple,0,false,4286 IZ 17
23,Masculin,427,En Couple,0,true,1663 IM 78
19,F,1022,En Couple,1,true,4356 HN 76
57,M,436,Célibataire,0,false,1666 EU 66
30,F,519,En Couple,1,false,6651 SR 30
50,F,914,En Couple,1,false,7728 EW 29
74,M,555,Célibataire,0,false,5382 SZ 92
32,M,1232,En Couple,1,false,6867 AA 11
53,F,1155,En Couple,2,false,37 ID 53
46,M,870,En Couple,0,false,4112 DT 60
49,F,536,En Couple,1,false,9250 OZ 76
41,M,831,Célibataire,0,false,4357 QP 44
34,F,765,Célibataire,0,false,9024 JK 76
54,M,963,En Couple,1,false,8666 QP 69
53,M,571,Célibataire,0,false,8076 CO 33
49,F,406,En Couple,2,false,1618 CL 17
30,F,563,En Couple,1,true,9166 ZB 80
32,M,189,En Couple,0,false,4872 NP 59
38,M,562,En Couple,3,false,2246 HO 57
19,M,1055,En Couple,0,false,7012 HI 26
26,M,401,En Couple,0,true,3665 BO 98
25,M,1259,Seule,3,false,6373 RP 26
41,M,227,Seule,1,false,8290 DF 76
42,F,1234,En Couple,2,false,1687 ZY 98
44,M,432,Seule,2,false,6027 LF 84
75,F,437,En Couple,2,false,6492 SH 76
52,M,464,En Couple,2,false,2372 ZC 15
81,F,1374,En Couple,4,false,4196 QS 70
51,M,582,En Couple,0,false,64 TS 91
37,M,420,Célibataire,0,false,9351 NF 44
-1,M,155,Célibataire,0,false,8717 CT 43
37,M,461,En Couple,4,true,4742 SK 70
66,M,485,En Couple,2,false,3969 NI 22
21,F,409,En Couple,2,false,5823 IK 21
22,M,1206,En Couple,0,false,655 UE 93
23,M,702,En Couple,1,false,2888 TR 92
28,M,237,En Couple,4,false,7634 ET 62
51,M,572,Célibataire,0,false,2497 JT 88
53,F,474,Célibataire,0,false,8127 XI 33
75,F,151,Seule,2,false,9092 YM 41
52,M,517,Célibataire,0,false,245 WY 63
25,M,228,En Couple,4,false,8950 TF 82
31,M,440,Célibataire,0,false,4781 CU 75
29,M,419,En Couple,1,true,3045 RU 86
32,M,941,Célibataire,0,false,9019 NP 16
50,F,483,En Couple,1,false,5801 WK 34
24,F,1271,En Couple,4,false,8605 MC 42
52,M,168,En Couple,2,false,165 VA 41
64,F,1373,En Couple,2,false,1481 ZQ 89
27,M,417,En Couple,1,false,9028 AH 74
84,F,413,Célibataire,0,false,8064 MV 23
26,F,594,Seule,1,false,3630 LN 80
78,M,591,Célibataire,0,false,8655 IL 17
26,M,748,En Couple,2,true,8482 WE 46
38,M,497,En Couple,2,false,7067 NH 65
83,M,404,Seule,2,false,8907 KS 25
38,M,591,En Couple,3,false,6946 AI 32
22,M,477,En Couple,1,false,9550 IB 80
47,Femme,1168,Célibataire,0,false,3374 SP 19
21,M,575,En Couple,0,false,1607 CT 44
65,Homme,431,Célibataire,0,false,1666 AB 82
18,M,1083,Célibataire,0,false,7841 UC 35
37,M,1161,En Couple,4,true,9932 PF 85
68,M,414,Seule,1,false,8525 WL 95
75,M,172,Célibataire,0,false,3315 JN 63
52,F,167,Célibataire,0,false,9575 JI 91
21,M,550,Célibataire,0,false,4073 GQ 47
32,M,207,Célibataire,0,false,869 SJ 65
41,M,1237,En Couple,2,false,2600 ON 54
20,M,511,En Couple,4,false,1801 GF 96
43,M,513,En Couple,0,false,9254 DU 12
21,F,556,En Couple,3,false,3004 VD 58
36,M,408,Célibataire,0,false,8050 SN 97
38,M,488,Célibataire,0,false,8163 GG 24
24,M,1004,En Couple,2,false,3558 IW 85
51,F,1021,Célibataire,0,false,5884 LS 97
63,M,152,En Couple,1,false,2741 QH 90
52,M,944,Célibataire,0,false,6031 FO 23
47,M,1296,En Couple,1,false,364 EA 33
39,M,599,En Couple,0,false,6686 MA 18
27,M,430,Célibataire,0,false,754 KM 94
59,M,450,Célibataire,0,false,3351 HM 12
26,M,1198,Seule,3,false,2761 CR 13
47,F,463,En Couple,1,true,6350 WN 66
56,M,406,En Couple,0,false,1596 WP 20
23,M,506,Seule,2,false,4886 EY 76
49,F,491,En Couple,4,false,5441 OT 51
62,M,552,En Couple,4,false,7639 AL 76
20,M,1011,En Couple,4,true,1255 KA 36
25,M,942,Seule,3,false,3158 RU 49
42,M,444,En Couple,3,false,6246 NE 85
83,F,550,Célibataire,0,false,913 TN 16
18,M,1279,En Couple,2,false,1811 YR 96
20,M,181,En Couple,1,false,5986 OE 60
51,M,1012,En Couple,2,true,8603 QL 98
56,M,564,En Couple,1,true,2761 HK 54
51,F,467,Célibataire,0,false,8372 JZ 58
41,M,1218,Seule,3,false,5604 DX 12
26,M,547,En Couple,2,false,2497 ED 77
74,M,539,En Couple,2,false,9305 ED 56
29,M,432,Célibataire,0,false,1644 IV 33
33,M,231,En Couple,2,false,7672 NH 84
19,F,183,En Couple,1,false,9612 ZK 86
54,M,432,En Couple,0,false,4939 SQ 82
33,M,1358,En Couple,0,true,4591 JP 72
36,F,808,En Couple,3,false,1702 YH 87
28,M,450,En Couple,2,false,5758 IF 69
56,F,234,Célibataire,0,false,3545 FW 61
63,F,457,En Couple,1,false,61 DZ 84
20,F,488,En Couple,2,false,7387 UG 10
18,M,160,En Couple,2,true,57 PF 35
36,F,564,En Couple,4,true,2990 IR 81
52,M,743,En Couple,1,true,4938 EU 86
52,F,552,En Couple,4,false,2992 LT 39
28,M,1183,Célibataire,0,false,1936 WQ 63
65,M,784,En Couple,1,false,149 JB 77
45,M,445,En Couple,1,false,3976 UF 10
55,M,488,Célibataire,0,false,2943 CI 95
41,F,599,En Couple,0,false,6390 OY 17
57,M,150,En Couple,4,false,9768 MN 66
51,Masculin,181,En Couple,1,false,3658 SK 71
45,M,1389,En Couple,3,false,3684 UI 84
75,M,825,En Couple,4,false,525 TK 55
44,F,1216,En Couple,4,false,706 HX 49
44,F,511,Célibataire,0,false,1634 VP 64
24,F,492,Célibataire,0,false,4713 JU 74
64,F,924,Seule,1,false,711 NQ 77
21,F,587,Célibataire,0,false,7773 JN 84
25,F,585,En Couple,0,false,2387 YT 24
63,M,583,Célibataire,0,false,3017 NR 32
56,F,545,En Couple,1,true,1656 MU 47
22,M,590,En Couple,4,true,8739 AX 19
67,M,1235,En Couple,2,false,3679 HX 15
21,M,557,Seule,3,false,701 SB 57
53,M,830,En Couple,0,false,2192 UV 35
55,M,201,En Couple,0,false,7504 PL 62
54,M,1137,En Couple,3,false,5177 OC 86
28,M,1018,En Couple,0,false,1136 TU 47
52,M,189,Seule,1,false,7284 CY 11
43,M,744,Célibataire,0,false,5885 KX 45
49,F,797,Seule,2,false,7651 TZ 41
28,M,736,Célibataire,0,false,2541 UB 30
45,M,546,En Couple,3,true,8133 ZY 63
28,F,198,En Couple,4,false,4021 SZ 60
28,M,566,Seule,3,false,432 SQ 89
51,F,1372,En Couple,0,false,3439 FN 80
52,M,558,Célibataire,0,false,6566 XJ 81
28,M,405,En Couple,1,false,3539 MM 75
79,M,428,En Couple,4,false,4642 YG 84
30,M,418,Célibataire,0,false,4384 WD 77
33,M,1299,Célibataire,0,false,9050 QT 55
31,M,150,En Couple,2,false,8256 VA 60
24,M,238,En Couple,2,false,1580 BL 93
18,F,563,En Couple,2,true,329 MV 78
38,M,523,Célibataire,0,false,7250 BO 70
33,F,1337,Seule,2,false,7337 VO 56
35,M,937,Célibataire,0,false,6672 CY 86
66,M,420,En Couple,1,false,5399 KD 46
70,F,509,En Couple,2,false,1763 ZX 57
50,M,410,Célibataire,0,false,6535 FJ 74
56,M,1078,En Couple,2,false,7361 TI 43
56,F,501,Célibataire,0,false,8003 NV 22
40,M,533,En Couple,4,false,2077 TF 59
31,M,557,En Couple,1,false,5348 RS 48
20,M,418,Seule,3,false,1761 FI 74
43,F,463,En Couple,3,true,712 GG 33
62,M,588,En Couple,4,false,1107 JD 24
83,M,244,En Couple,0,false,123 LK 95
37,M,1015,Célibataire,0,false,1795 QD 20
47,M,1357,En Couple,4,true,5728 EK 49
81,M,1191,En Couple,3,false,377 XN 73
19,M,850,Célibataire,0,false,9095 FC 22
73,M,506,En Couple,1,false,6889 VY 64
72,F,439,En Couple,1,false,2183 FM 17
38,M,576,Seule,1,false,336 CJ 45
62,Masculin,443,En Couple,4,true,4066 IJ 39
18,M,206,En Couple,1,false,8229 TD 40
50,M,475,En Couple,1,false,7669 AH 85
46,M,230,En Couple,2,false,7387 JP 72
68,M,533,En Couple,4,false,4646 OJ 59
28,F,421,En Couple,3,false,9595 FL 84
23,F,468,En Couple,1,false,7734 NO 46
18,M,477,Célibataire,0,false,5804 AT 14
50,M,959,En Couple,0,false,6047 OX 34
26,Homme,1169,En Couple,3,false,4013 WS 67
22,F,521,En Couple,1,false,8501 EY 47
22,M,1343,Célibataire,0,false,7814 UT 42
27,M,154,Célibataire,0,false,9238 FQ 13
34,F,478,En Couple,4,false,4765 NN 56
61,M,1149,Célibataire,0,false,3244 YD 39
46,M,457,En Couple,2,false,7516 UL 71
42,M,545,En Couple,2,false,3463 VY 58
55,M,460,Célibataire,0,false,4781 BP 83
30,M,506,En Couple,3,false,5460 MZ 97
24,M,435,En Couple,4,true,7120 UB 16
48,M,751,Célibataire,0,false,9851 SC 61
55,M,1284,Célibataire,0,false,6401 BP 39
37,M,199,En Couple,3,false,3786 OC 54
70,M,1045,Célibataire,0,false,4901 TD 18
44,F,490,Célibataire,0,false,9837 EU 38
25,Femme,224,En Couple,1,false,9242 FY 14
80,M,529,Célibataire,0,false,7703 SN 43
41,M,822,Célibataire,0,false,1644 FJ 69
42,M,480,En Couple,3,false,8136 ZT 98
60,M,169,Célibataire,0,false,9996 CU 32
47,M,560,En Couple,0,false,278 UC 64
72,M,169,Célibataire,0,false,5737 DR 36
32,F,1253,Célibataire,0,false,4725 FA 55
38,M,422,Célibataire,0,false,1817 GF 55
58,F,443,Célibataire,0,false,8578 ZC 65
79,M,895,Célibataire,0,false,6445 CJ 53
82,M,181,En Couple,0,false,6481 WF 14
53,M,170,En Couple,0,false,9074 IA 58
73,M,233,En Couple,4,false,8180 DC 52
71,M,493,En Couple,0,false,3837 ZT 65
38,M,449,En Couple,1,false,8500 AQ 66
56,M,233,En Couple,2,false,4012 UI 42
23,M,726,En Couple,1,false,3319 FB 54
40,M,508,En Couple,3,false,6457 JE 16
56,M,488,En Couple,1,true,4890 OR 65
45,M,503,Célibataire,0,false,439 ZD 98
45,M,448,Célibataire,0,false,1591 YP 73
28,M,472,Célibataire,0,false,949 YL 23
48,Masculin,466,Célibataire,0,false,7918 ZB 36
79,M,509,Célibataire,0,false,3528 RT 97
28,F,458,En Couple,3,false,2364 AM 73
56,M,181,En Couple,2,false,882 OZ 91
59,M,1291,En Couple,3,false,7240 DE 41
42,M,225,Célibataire,0,false,9951 WL 53
22,F,428,En Couple,1,false,3875 VQ 30
38,M,449,En Couple,1,false,4580 FV 68
18,F,532,En Couple,1,false,6437 VB 84
59,M,465,Célibataire,0,false,3985 KW 26
37,M,1075,En Couple,3,false,2917 MM 70
32,M,175,En Couple,2,false,3613 UY 23
40,M,1374,Célibataire,0,false,4703 FW 51
48,M,558,En Couple,1,false,6190 VS 74
52,M,246,Seule,2,false,7452 JE 81
21,M,177,En Couple,1,false,3696 UW 64
25,F,185,En Couple,3,true,7344 PB 92
59,M,1000,En Couple,2,true,5210 PN 78
68,M,1084,En Couple,0,false,3301 FB 63
32,M,414,En Couple,0,false,6895 ZM 82
51,M,974,En Couple,0,false,306 HH 42
33,M,586,En Couple,4,false,8168 UW 35
67,F,972,En Couple,3,true,9991 RQ 28
68,M,470,En Couple,0,true,8572 RY 36
50,M,1126,En Couple,1,false,5952 UZ 21
79,M,563,Célibataire,0,false,1193 OA 62
72,F,1298,Célibataire,0,false,3808 RY 72
51,M,196,En Couple,0,false,7354 BA 38
56,M,532,En Couple,2,false,9845 UY 54
47,M,216,En Couple,0,false,8225 YH 91
27,M,436,En Couple,2,false,6248 JR 27
58,M,476,En Couple,1,false,2987 KQ 94
58,M,422,Célibataire,0,false,9339 IY 73
24,F,431,En Couple,1,false,3313 ID 47
20,M,480,En Couple,1,false,5738 AY 84
51,M,1139,En Couple,1,true,5283 DO 67
62,M,170,En Couple,3,false,9341 EO 22
22,M,523,En Couple,1,false,9100 BM 87
38,F,527,En Couple,1,false,770 CC 62
25,M,187,En Couple,1,false,4227 IM 95
61,M,236,Célibataire,0,false,2324 QZ 62
39,M,479,En Couple,0,true,1237 VB 35
27,M,482,En Couple,1,false,7881 OM 55
60,F,422,En Couple,1,false,878 LN 44
19,M,199,En Couple,3,false,5197 MY 91
81,M,594,En Couple,2,false,1471 ZE 40
39,M,1081,En Couple,4,true,8953 PE 16
29,M,803,En Couple,3,false,8246 VR 45
36,F,552,En Couple,1,false,8272 FN 15
57,M,477,Célibataire,0,false,6267 TM 90
45,M,787,Célibataire,0,false,2126 NJ 80
27,F,489,Célibataire,0,false,8190 NT 64
77,M,475,Seule,3,false,905 RK 42
44,M,415,En Couple,0,false,4844 KZ 53
54,M,184,En Couple,1,false,8146 YD 53
33,F,1185,En Couple,3,true,2521 NT 40
43,F,186,En Couple,0,false,7090 FN 55
65,M,229,En Couple,1,true,4229 LR 20
44,F,446,En Couple,0,false,7343 JE 41
43,M,1365,Célibataire,0,false,1577 NI 28
40,M,527,En Couple,2,false,1046 KR 70
55,M,464,Célibataire,0,false,5273 TA 43
35,M,937,En Couple,0,false,9808 EG 37
24,M,833,Célibataire,0,false,5009 TU 77
37,M,1366,Célibataire,0,false,9807 DS 75
37,M,589,Célibataire,0,false,7177 ZK 87
52,F,1234,Célibataire,0,false,4271 UG 20
56,M,535,En Couple,2,true,4322 OB 77
49,F,879,En Couple,3,false,7239 MN 70
61,F,1066,Célibataire,0,false,2776 YB 81
51,M,240,En Couple,0,false,6183 QF 14
44,M,186,Seule,1,false,2672 HR 10
27,M,454,Célibataire,0,false,4938 WH 58
41,F,729,En Couple,1,false,2873 XQ 46
32,F,905,Célibataire,0,false,8675 RY 88
28,F,951,En Couple,4,false,1644 OI 82
18,F,1182,Célibataire,0,false,7745 FD 88
75,F,1268,En Couple, ,false,6526 BR 12
58,M,528,En Couple,2,false,2620 FY 22
28,M,591,Célibataire,0,false,9643 BM 57
48,F,1056,En Couple,0,false,487 CB 20
31,M,202,Célibataire,0,false,8362 SX 65
19,M,812,En Couple,3,false,926 QH 73
68,M,473,En Couple,0,false,3181 LO 18
27,M,510,En Couple,2,false,7255 SJ 14
51,M,1252,En Couple,0,false,559 PY 56
24,M,514,En Couple,1,false,9939 XQ 54
23,F,875,En Couple,1,false,7781 BU 56
59,M,942,En Couple,3,false,6923 IT 74
80,?,822,En Couple,3,false,640 US 59
19,F,248,Célibataire,0,?,1140 FE 66
64,M,417,Célibataire,0,false,5127 AT 74
23,F,1390,En Couple,3,?,2093 JQ 37
20,M,1022,Célibataire,0,false,7375 SX 62
29,M,-1,En Couple,0,true,9614 KL 62
18,M,910,En Couple,3,false,4980 IB 95
36,M,241,En Couple,1,false,1065 ZI 93
25,M,901,Célibataire,0,false,1279 TA 35
42,M,1117,En Couple,3,true,1690 XO 57
60,M,560,Célibataire,0,false,8463 HT 90
68,M,711,En Couple,1,false,7496 DL 93
61,F,1310,En Couple,1,false,2882 QM 61
84,F,407,Célibataire,0,false,2659 KX 87
53,F,547,En Couple,2,true,459 FB 91
19,M,573,Célibataire,0,false,4726 YV 93
22,F,166,Célibataire,0,false,7210 FH 53
50,F,472,Célibataire,0,false,676 RN 62
31,M,948,Célibataire,0,false,3066 QE 93
43,Féminin,994,Célibataire,0,false,7468 LZ 64
28,M,722,En Couple,1,false,171 GT 95
28,M,485,En Couple,2,false,5910 YB 31
22,M,214,Célibataire,0,false,7806 JI 53
36,F,802,En Couple,1,true,6965 PU 13
56,M,1117,En Couple,1,true,5591 FE 22
59,M,165,En Couple,4,false,3716 ZX 32
25,M,914,En Couple,2,false,6010 GE 21
28,M,494,En Couple,0,false,5899 BF 11
41,Féminin,966,En Couple,0,false,4640 CK 28
60,M,952,En Couple,1,false,7418 IA 26
65,M,152,En Couple,1,true,8528 WR 25
59,M,243,Célibataire,0,false,7450 UM 63
63,M,409,En Couple,0,false,5641 HQ 69
61,M,553,Célibataire,0,false,4817 WF 29
73,M,1051,En Couple,1,false,1428 DT 83
22,Homme,1018,Célibataire,0,false,2971 OO 29
77,M,1016,En Couple,0,true,6996 CD 12
82,M,1180,En Couple,2,false,7491 WV 83
28,Féminin,170,En Couple,0,false,9014 FC 73
48,F,159,Célibataire,0,false,6138 BR 26
60,F,1068,Célibataire,0,false,9155 ZH 91
23,M,527,En Couple,0,false,1084 LB 45
75,F,195,Seule,1,false,9835 XI 60
63,F,481,En Couple,2,false,928 NB 57
42,M,517,En Couple,4,false,3146 XO 95
74,M,437,En Couple,1,true,4246 TL 78
-1,M,863,En Couple,1,false,581 BE 82
31,M,959,En Couple,0,false,408 NI 32
18,M,155,En Couple,0,false,5163 IP 43
30,M,490,En Couple,1,true,171 BS 47
30,M,1354,En Couple,3,true,3605 TP 17
71,M,1234,En Couple,2,false,9853 DF 22
19,F,547,En Couple,4,false,2792 HP 38
49,F,168,En Couple,2,false,214 KL 15
43,M,529,En Couple,1,false,223 KT 47
20,F,582,En Couple,2,true,5001 QP 25
46,Homme,246,Célibataire,0,false,4323 MD 30
37,F,171,En Couple,0,false,2385 FH 46
18,M,846,En Couple,2,false,2853 NJ 52
56,F,726,En Couple,4,false,6214 KN 64
27,F,961,En Couple,2,true,5840 MC 69
82,M,910,Célibataire,0,false,7240 GI 21
58,F,595,Célibataire,0,false,4457 UX 77
59,M,504,En Couple,3,false,1984 YR 59
53,M,490,Célibataire,0,false,1936 IA 22
53,M,204,En Couple,1,false,3763 VC 75
21,F,1388,En Couple,4,false,5582 RI 72
25,M,241,En Couple,3,false,720 LG 56
71,M,436,En Couple,0,false,5767 XX 96
82,M,240,En Couple,4,false,5951 QC 70
30,M,950,Célibataire,0,false,4807 ME 96
33,M,977,En Couple,2,true,1761 SJ 38
22,M,177,En Couple,4,false,2454 ES 15
42,M,531,En Couple,1,false,2868 VF 41
41,M,985,En Couple,2,false,1078 IB 79
29,F,571,En Couple,2,false,2462 TB 28
27,M,593,En Couple,4,true,7969 IS 13
25,F,195,En Couple,3,true,7167 UU 40
32,M,572,En Couple,1,false,7325 WP 60
56,M,1314,En Couple,2,true,2353 LI 18
23,F,552,En Couple,4,false,2730 CL 88
46,M,491,En Couple,3,false,1385 OR 61
44,Homme,991,En Couple,2,false,2015 AM 77
