"AGE","SEXE","TAUX","SITUATIONFAMILIALE","NBENFANTSACHARGE","DEUXIEMEVOITURE","IMMATRICULATION"
56,"M",890,"En Couple",4,"0","2340 FP 78"
67,"F",935,"En Couple",4,"0","3865 HY 95"
81,"M",1285,"En Couple",2,"0","47 YF 73"
34,"F",562,"En Couple",3,"0","6875 NZ 90"
27,"M",1083,"En Couple",0,"0","6089 OO 39"
19,"F",1144,"Celibataire",0,"0","7743 FJ 58"
35,"M",879,"Celibataire",0,"0","7932 RR 29"
19,"M",545,"En Couple",2,"0","8014 TX 64"
27,"M",864,"En Couple",0,"0","2176 DR 68"
52,"M",566,"En Couple",3,"0","8672 BA 23"
30,"M",1301,"En Couple",0,"0","2977 VM 12"
71,"M",805,"En Couple",2,"1","2954 JF 63"
39,"M",926,"Celibataire",0,"0","6990 TE 64"
33,"M",1302,"En Couple",1,"0","7719 FK 98"
69,"M",1228,"En Couple",2,"0","7543 WC 33"
23,"F",591,"Celibataire",0,"0","5351 UZ 60"
41,"F",740,"En Couple",0,"0","718 OQ 40"
78,"M",837,"Celibataire",0,"0","983 ID 98"
84,"M",1217,"Celibataire",0,"0","9954 VU 41"
26,"F",549,"En Couple",3,"1","2857 MC 65"
40,"M",1381,"En Couple",2,"1","6399 WN 62"
33,"M",1079,"En Couple",0,"0","2090 SR 93"
57,"M",559,"En Couple",3,"0","8434 FD 78"
20,"M",559,"Celibataire",1,"0","4450 DL 60"
18,"M",556,"Celibataire",0,"0","5976 WL 18"
75,"M",551,"En Couple",0,"0","3769 BS 51"
40,"F",1063,"En Couple",0,"1","5167 GV 19"
32,"M",822,"Celibataire",0,"0","970 JX 60"
56,"M",556,"En Couple",3,"0","9868 WF 97"
48,"M",1120,"En Couple",2,"0","4969 PH 85"
29,"M",1306,"En Couple",1,"0","6038 MS 14"
56,"M",572,"En Couple",3,"0","6183 AL 38"
25,"M",1274,"En Couple",1,"0","8000 AF 34"
25,"M",1090,"Celibataire",0,"0","7383 OE 56"
33,"F",970,"Celibataire",0,"0","5417 QS 64"
22,"M",563,"Celibataire",0,"0","3625 BC 46"
26,"M",1332,"Celibataire",0,"0","4190 VB 72"
56,"M",568,"Celibataire",0,"0","1517 LQ 21"
84,"M",549,"En Couple",1,"0","2195 DF 37"
57,"F",1023,"En Couple",4,"1","143 UU 21"
76,"M",830,"Celibataire",0,"0","619 NQ 66"
44,"F",1206,"En Couple",0,"0","7221 UZ 34"
79,"F",552,"En Couple",4,"0","6626 II 65"
41,"F",1059,"En Couple",0,"0","3075 BV 13"
34,"M",1154,"Celibataire",0,"0","4427 OF 78"
61,"M",1036,"Celibataire",0,"0","9735 CY 61"
29,"M",1009,"En Couple",1,"0","7739 QE 28"
73,"M",763,"En Couple",0,"0","2709 VM 65"
72,"M",840,"En Couple",0,"0","2768 TM 89"
80,"M",577,"En Couple",4,"1","1013 NZ 14"
34,"F",593,"Celibataire",0,"0","2835 DV 45"
23,"M",552,"Celibataire",0,"0","6673 YO 78"
36,"M",1170,"Celibataire",0,"0","9254 OO 39"
45,"M",800,"Celibataire",0,"0","5466 EP 57"
49,"M",999,"En Couple",2,"1","8854 IR 30"
24,"M",1124,"Celibataire",0,"0","3835 YA 44"
35,"F",1259,"En Couple",2,"0","1938 OX 97"
55,"M",1392,"En Couple",3,"0","4372 BC 24"
25,"F",1207,"Celibataire",2,"0","3959 KU 13"
57,"M",728,"En Couple",0,"0","2756 QB 76"
25,"M",1341,"En Couple",4,"0","6017 ZT 15"
25,"F",555,"Celibataire",0,"0","8020 ZW 73"
21,"M",558,"En Couple",0,"0","7654 FM 72"
52,"M",553,"Celibataire",0,"0","642 ET 98"
19,"M",1272,"En Couple",3,"0","3404 WU 85"
44,"F",799,"Celibataire",1,"0","9440 JF 84"
47,"M",1073,"En Couple",4,"1","3258 TM 65"
37,"M",1362,"En Couple",2,"0","2613 MH 12"
28,"F",579,"En Couple",3,"0","7237 EM 84"
47,"M",560,"En Couple",1,"0","1891 EZ 23"
32,"M",589,"En Couple",4,"0","812 RY 73"
47,"F",1327,"En Couple",2,"0","234 MD 19"
55,"M",945,"Celibataire",0,"0","6131 CE 61"
22,"F",575,"Celibataire",0,"0","1816 KP 97"
19,"M",1058,"Celibataire",0,"0","842 BB 93"
20,"M",1390,"En Couple",0,"0","1837 KZ 42"
43,"M",567,"En Couple",3,"0","1798 DU 42"
47,"M",1032,"En Couple",3,"1","1015 QM 20"
24,"M",1100,"En Couple",0,"0","5166 UN 87"
27,"M",809,"En Couple",2,"0","5054 JE 78"
81,"M",766,"En Couple",3,"0","6879 EN 88"
43,"F",558,"Celibataire",0,"0","8129 RB 13"
54,"M",1231,"En Couple",0,"0","7407 AH 59"
71,"F",563,"Celibataire",0,"0","863 MR 89"
37,"M",1042,"En Couple",4,"0","5651 LV 96"
32,"M",959,"Celibataire",0,"0","6987 GL 47"
38,"M",908,"Celibataire",2,"0","2072 JB 22"
47,"M",596,"En Couple",0,"0","7501 OR 49"
33,"M",1299,"Celibataire",0,"0","9050 QT 55"
18,"F",563,"En Couple",2,"1","329 MV 78"
33,"F",1337,"Celibataire",2,"0","7337 VO 56"
35,"M",937,"Celibataire",0,"0","6672 CY 86"
56,"M",1078,"En Couple",2,"0","7361 TI 43"
31,"M",557,"En Couple",1,"0","5348 RS 48"
62,"M",588,"En Couple",4,"0","1107 JD 24"
37,"M",1015,"Celibataire",0,"0","1795 QD 20"
47,"M",1357,"En Couple",4,"1","5728 EK 49"
81,"M",1191,"En Couple",3,"0","377 XN 73"
19,"M",850,"Celibataire",0,"0","9095 FC 22"
38,"M",576,"Celibataire",1,"0","336 CJ 45"
50,"M",959,"En Couple",0,"0","6047 OX 34"
26,"M",1169,"En Couple",3,"0","4013 WS 67"
22,"M",1343,"Celibataire",0,"0","7814 UT 42"
61,"M",1149,"Celibataire",0,"0","3244 YD 39"
42,"M",545,"En Couple",2,"0","3463 VY 58"
48,"M",751,"Celibataire",0,"0","9851 SC 61"
55,"M",1284,"Celibataire",0,"0","6401 BP 39"
70,"M",1045,"Celibataire",0,"0","4901 TD 18"
41,"M",822,"Celibataire",0,"0","1644 FJ 69"
47,"M",560,"En Couple",0,"0","278 UC 64"
32,"F",1253,"Celibataire",0,"0","4725 FA 55"
79,"M",895,"Celibataire",0,"0","6445 CJ 53"
23,"M",726,"En Couple",1,"0","3319 FB 54"
59,"M",1291,"En Couple",3,"0","7240 DE 41"
37,"M",1075,"En Couple",3,"0","2917 MM 70"
40,"M",1374,"Celibataire",0,"0","4703 FW 51"
48,"M",558,"En Couple",1,"0","6190 VS 74"
59,"M",1000,"En Couple",2,"1","5210 PN 78"
68,"M",1084,"En Couple",0,"0","3301 FB 63"
51,"M",974,"En Couple",0,"0","306 HH 42"
33,"M",586,"En Couple",4,"0","8168 UW 35"
67,"F",972,"En Couple",3,"1","9991 RQ 28"
50,"M",1126,"En Couple",1,"0","5952 UZ 21"
79,"M",563,"Celibataire",0,"0","1193 OA 62"
72,"F",1298,"Celibataire",0,"0","3808 RY 72"
51,"M",1139,"En Couple",1,"1","5283 DO 67"
81,"M",594,"En Couple",2,"0","1471 ZE 40"
39,"M",1081,"En Couple",4,"1","8953 PE 16"
29,"M",803,"En Couple",3,"0","8246 VR 45"
36,"F",552,"En Couple",1,"0","8272 FN 15"
45,"M",787,"Celibataire",0,"0","2126 NJ 80"
33,"F",1185,"En Couple",3,"1","2521 NT 40"
43,"M",1365,"Celibataire",0,"0","1577 NI 28"
35,"M",937,"En Couple",0,"0","9808 EG 37"
24,"M",833,"Celibataire",0,"0","5009 TU 77"
37,"M",1366,"Celibataire",0,"0","9807 DS 75"
37,"M",589,"Celibataire",0,"0","7177 ZK 87"
52,"F",1234,"Celibataire",0,"0","4271 UG 20"
49,"F",879,"En Couple",3,"0","7239 MN 70"
61,"F",1066,"Celibataire",0,"0","2776 YB 81"
41,"F",729,"En Couple",1,"0","2873 XQ 46"
32,"F",905,"Celibataire",0,"0","8675 RY 88"
28,"F",951,"En Couple",4,"0","1644 OI 82"
18,"F",1182,"Celibataire",0,"0","7745 FD 88"
28,"M",591,"Celibataire",0,"0","9643 BM 57"
48,"F",1056,"En Couple",0,"0","487 CB 20"
19,"M",812,"En Couple",3,"0","926 QH 73"
51,"M",1252,"En Couple",0,"0","559 PY 56"
23,"F",875,"En Couple",1,"0","7781 BU 56"
59,"M",942,"En Couple",3,"0","6923 IT 74"
54,"M",1019,"Celibataire",0,"0","3059 CZ 98"
48,"M",1158,"En Couple",2,"0","8788 HI 90"
54,"M",1216,"En Couple",4,"0","4329 DN 54"
75,"M",983,"En Couple",3,"1","579 HA 90"
46,"M",556,"En Couple",2,"0","9155 EO 70"
43,"F",1175,"Celibataire",0,"0","4854 JT 48"
25,"F",579,"En Couple",2,"0","3980 YK 48"
41,"M",1168,"En Couple",3,"1","3042 QU 59"
54,"M",1227,"Celibataire",0,"0","5470 RL 76"
59,"F",757,"En Couple",1,"0","1242 JU 76"
37,"M",887,"En Couple",4,"0","8042 RX 66"
37,"M",949,"En Couple",4,"1","7178 HY 23"
44,"M",1011,"En Couple",1,"0","5922 SM 13"
47,"F",1095,"En Couple",3,"0","4802 VC 46"
43,"M",592,"En Couple",4,"0","2478 FB 73"
25,"F",774,"En Couple",1,"0","5064 BA 46"
22,"F",1179,"Celibataire",0,"0","9081 SH 84"
37,"M",1069,"En Couple",2,"0","7419 EE 59"
29,"M",1325,"En Couple",4,"0","7052 TL 18"
29,"M",902,"Celibataire",0,"0","505 XL 31"
69,"M",1226,"Celibataire",0,"0","1908 BC 64"
20,"M",1191,"En Couple",0,"0","4289 DP 46"
45,"F",1127,"Celibataire",0,"0","2672 YL 71"
76,"M",992,"Celibataire",0,"0","4245 ZD 59"
80,"M",737,"Celibataire",0,"0","1463 SY 34"
38,"M",830,"En Couple",2,"0","6178 NX 60"
21,"M",1211,"En Couple",0,"0","6558 UZ 51"
20,"M",1060,"Celibataire",0,"0","6142 AP 22"
29,"M",576,"En Couple",3,"0","1216 YW 85"
47,"M",596,"En Couple",1,"0","4773 MJ 28"
27,"M",583,"Celibataire",0,"0","982 OQ 88"
41,"M",595,"En Couple",0,"0","9774 ZD 34"
23,"F",1169,"Celibataire",0,"0","2018 ST 10"
32,"M",1242,"En Couple",0,"1","4542 FF 10"
49,"F",1227,"Celibataire",0,"0","4533 MW 59"
69,"M",1124,"En Couple",3,"1","4242 WM 91"
26,"M",559,"En Couple",4,"0","2199 HR 62"
25,"M",545,"En Couple",0,"0","3997 TR 66"
33,"F",1185,"En Couple",1,"0","2520 QT 33"
23,"M",810,"Celibataire",1,"0","8192 IS 12"
34,"M",1276,"Celibataire",0,"0","4013 OH 35"
57,"F",599,"Celibataire",0,"0","3612 OA 21"
77,"M",714,"En Couple",2,"1","1349 WA 60"
45,"M",817,"Celibataire",0,"0","1099 WT 96"
40,"M",562,"En Couple",4,"1","6328 NG 51"
27,"M",801,"En Couple",4,"0","1152 YY 57"
36,"M",946,"Celibataire",1,"0","724 VK 30"
31,"F",598,"Celibataire",0,"0","1074 RE 74"
77,"M",1269,"Celibataire",0,"0","3199 ZR 76"
81,"M",569,"Celibataire",0,"0","6826 LQ 55"
24,"M",596,"En Couple",3,"0","6531 MX 72"
50,"F",931,"En Couple",0,"0","5006 GJ 68"
82,"M",591,"En Couple",0,"0","4016 CK 77"
76,"M",583,"En Couple",1,"0","1942 AO 44"
41,"M",776,"En Couple",2,"0","7683 LI 90"
55,"M",1168,"En Couple",0,"0","523 BL 11"
48,"M",568,"Celibataire",0,"0","7388 UV 55"
59,"F",573,"Celibataire",0,"0","5743 MO 62"
49,"M",588,"Celibataire",0,"0","8320 EY 90"
51,"F",574,"Celibataire",0,"0","3298 FN 36"
40,"M",970,"En Couple",3,"0","5850 FS 50"
64,"F",1212,"Celibataire",0,"0","3721 PI 63"
44,"M",1303,"Celibataire",0,"0","8995 YS 54"
25,"F",1253,"En Couple",0,"0","1612 EE 22"
35,"M",587,"En Couple",4,"0","1615 JX 67"
57,"M",569,"Celibataire",0,"0","2894 ND 73"
37,"M",593,"En Couple",0,"0","9177 HL 71"
28,"F",598,"Celibataire",3,"0","6986 MI 54"
36,"M",582,"En Couple",4,"0","9059 GH 96"
52,"M",962,"Celibataire",0,"0","3018 SC 22"
21,"M",827,"Celibataire",0,"0","168 BP 85"
49,"M",552,"En Couple",1,"0","590 GH 54"
22,"F",1348,"Celibataire",0,"0","1545 BL 79"
19,"F",1244,"Celibataire",0,"0","5999 ZS 19"
52,"M",557,"Celibataire",0,"0","4525 WQ 69"
58,"M",921,"Celibataire",0,"0","1586 JB 74"
58,"M",572,"En Couple",4,"0","2185 HJ 74"
23,"M",705,"En Couple",0,"0","2441 YZ 49"
41,"F",1062,"En Couple",3,"0","1960 FN 98"
71,"M",1029,"En Couple",4,"1","2831 RT 26"
22,"M",765,"En Couple",2,"0","9909 GN 36"
70,"M",582,"En Couple",0,"1","9025 RY 54"
41,"M",1149,"En Couple",4,"0","1438 LS 92"
22,"F",1110,"En Couple",1,"0","4296 YF 94"
61,"M",1005,"Celibataire",0,"0","1534 EF 86"
79,"F",935,"En Couple",0,"0","8111 FX 52"
59,"M",564,"En Couple",2,"0","5621 BR 20"
33,"M",825,"En Couple",3,"0","9966 VQ 97"
45,"F",924,"Celibataire",1,"0","7583 TG 37"
51,"F",883,"Celibataire",0,"0","9068 MC 18"
59,"M",1338,"En Couple",1,"0","7605 QH 61"
63,"F",594,"Celibataire",2,"0","5359 QC 26"
27,"M",1351,"Celibataire",0,"0","9527 PD 94"
46,"M",708,"En Couple",0,"0","5742 GM 59"
68,"F",861,"En Couple",4,"0","7647 RA 71"
32,"F",579,"En Couple",4,"0","4601 PJ 86"
18,"F",598,"En Couple",3,"0","3626 TL 96"
28,"F",569,"Celibataire",0,"0","3358 JJ 92"
47,"M",730,"En Couple",2,"0","638 LS 90"
21,"M",825,"Celibataire",0,"0","2736 YT 53"
48,"M",1214,"Celibataire",0,"0","4053 YN 45"
58,"M",843,"Celibataire",0,"0","9771 CH 72"
19,"M",960,"En Couple",2,"0","2215 XO 29"
63,"M",1021,"Celibataire",0,"0","2668 ZI 97"
34,"M",1165,"Celibataire",0,"0","9426 QS 20"
21,"M",1210,"Celibataire",0,"0","5096 ZR 47"
45,"M",580,"En Couple",0,"0","9438 DL 66"
32,"M",568,"En Couple",3,"0","9940 UU 44"
51,"M",1245,"En Couple",3,"0","6332 UK 88"
42,"M",945,"En Couple",0,"0","5859 IO 32"
70,"M",1255,"En Couple",4,"0","8271 QB 43"
59,"F",1078,"En Couple",2,"1","3257 MK 88"
23,"M",1134,"Celibataire",0,"0","724 VX 35"
58,"M",817,"En Couple",0,"0","9706 DK 60"
18,"M",574,"En Couple",0,"1","3570 XW 52"
47,"M",558,"En Couple",2,"0","6997 FP 10"
18,"M",935,"En Couple",1,"0","7721 GU 36"
84,"M",1159,"En Couple",0,"1","9990 OQ 64"
21,"M",956,"En Couple",2,"0","7579 GW 32"
25,"M",571,"Celibataire",0,"0","6834 AN 54"
70,"M",1217,"En Couple",0,"0","2723 IT 66"
37,"F",598,"En Couple",0,"0","3753 BF 18"
47,"M",1328,"En Couple",2,"0","7408 XD 63"
72,"M",862,"En Couple",2,"0","4293 JA 24"
24,"F",1058,"Celibataire",0,"0","6828 XT 28"
50,"M",861,"En Couple",4,"0","9878 FC 77"
24,"F",792,"En Couple",1,"0","4579 SQ 46"
50,"F",1256,"En Couple",4,"1","8447 HW 52"
42,"M",729,"Celibataire",0,"0","7258 IU 92"
75,"M",1223,"En Couple",2,"1","4339 BO 31"
64,"M",568,"En Couple",2,"0","5791 HK 75"
63,"M",599,"En Couple",2,"1","5363 EW 67"
38,"M",918,"En Couple",4,"0","9463 XH 59"
50,"F",731,"En Couple",1,"0","2011 GZ 24"
24,"F",561,"En Couple",1,"0","3687 JN 73"
27,"M",587,"En Couple",0,"0","4797 KN 70"
70,"M",1300,"En Couple",1,"0","4609 YH 32"
25,"M",1376,"En Couple",2,"0","4572 VD 14"
65,"M",597,"Celibataire",0,"0","7146 EJ 40"
39,"F",582,"Celibataire",0,"0","4982 HP 52"
39,"M",548,"En Couple",2,"0","6908 DC 25"
40,"M",996,"En Couple",1,"0","3075 GI 78"
47,"M",1283,"En Couple",0,"0","1475 FE 57"
24,"M",980,"Celibataire",0,"0","865 SG 58"
21,"M",825,"En Couple",2,"0","5919 EA 83"
48,"M",1170,"Celibataire",0,"0","1691 QT 42"
58,"F",943,"En Couple",2,"0","2841 FI 44"
22,"M",815,"Celibataire",0,"0","4975 NJ 25"
42,"F",1068,"En Couple",1,"0","3543 XM 10"
38,"M",859,"Celibataire",2,"0","7586 PY 31"
64,"M",1248,"En Couple",1,"0","7145 BX 62"
39,"M",709,"En Couple",3,"0","4967 SC 46"
25,"M",1377,"En Couple",2,"0","6816 DR 65"
50,"M",565,"En Couple",3,"1","4410 JW 91"
58,"M",1232,"En Couple",1,"0","5615 CS 11"
44,"M",929,"Celibataire",0,"0","2216 CQ 86"
24,"M",1054,"En Couple",2,"0","5407 MJ 65"
23,"F",1134,"En Couple",3,"0","6438 LJ 73"
25,"F",870,"Celibataire",0,"0","8941 VJ 47"
22,"M",1269,"Celibataire",0,"0","23 OE 68"
41,"M",1102,"En Couple",1,"0","4273 ZE 94"
27,"F",998,"Celibataire",0,"0","4671 NJ 81"
62,"M",1098,"Celibataire",0,"0","4920 VL 24"
53,"M",554,"En Couple",2,"0","3966 WB 70"
43,"M",575,"En Couple",2,"0","8752 LQ 97"
28,"M",948,"En Couple",1,"0","8145 FI 33"
26,"M",1019,"En Couple",0,"0","6020 TY 40"
57,"M",1210,"Celibataire",0,"0","3478 LL 34"
44,"F",761,"En Couple",2,"0","1879 NS 62"
51,"F",1218,"En Couple",3,"0","9340 VY 66"
24,"F",1004,"En Couple",2,"1","7675 GL 39"
48,"M",595,"En Couple",4,"0","9752 DD 65"
67,"M",599,"En Couple",4,"0","3821 GJ 28"
43,"F",878,"En Couple",1,"0","4965 JR 63"
36,"F",796,"En Couple",0,"0","4492 YZ 60"
32,"M",704,"En Couple",1,"0","9468 GT 86"
30,"M",1221,"En Couple",2,"0","5866 WY 26"
61,"M",738,"En Couple",2,"0","6564 KA 47"
42,"M",570,"En Couple",0,"0","7971 JL 40"
63,"M",809,"En Couple",1,"0","6842 DG 62"
84,"M",598,"Celibataire",0,"0","9865 FX 44"
18,"M",748,"Celibataire",0,"0","7987 JT 32"
70,"M",956,"En Couple",4,"0","6589 BU 94"
56,"M",1074,"En Couple",4,"1","5647 UT 78"
42,"M",743,"En Couple",4,"0","7736 TB 82"
55,"M",942,"En Couple",1,"1","7779 UA 44"
19,"M",1091,"En Couple",2,"1","9236 FJ 15"
81,"F",1399,"En Couple",2,"0","6302 ZX 23"
45,"M",992,"Celibataire",1,"0","1379 TS 96"
74,"M",990,"En Couple",2,"0","2042 AY 57"
76,"M",564,"En Couple",2,"0","4748 DG 55"
22,"M",822,"En Couple",4,"1","1856 HZ 38"
78,"F",1002,"En Couple",0,"0","2932 QK 71"
84,"M",548,"Celibataire",0,"0","5083 PL 73"
71,"M",595,"Celibataire",0,"0","8188 OH 45"
29,"M",544,"Celibataire",0,"0","8748 SP 16"
45,"F",1325,"En Couple",2,"0","4552 LT 64"
45,"F",1156,"En Couple",0,"0","2161 AT 13"
31,"F",582,"En Couple",0,"0","8619 MY 48"
82,"M",1270,"En Couple",4,"0","9087 HA 70"
42,"M",1130,"En Couple",2,"1","3961 MJ 96"
43,"F",915,"Celibataire",0,"0","4954 UV 85"
46,"M",575,"En Couple",4,"0","8303 YU 10"
50,"M",1143,"En Couple",2,"1","7436 ZU 76"
40,"M",1156,"Celibataire",0,"0","5824 HB 97"
18,"M",1385,"En Couple",4,"1","5369 CP 73"
42,"M",591,"En Couple",3,"0","3518 AF 50"
44,"F",826,"Celibataire",0,"0","9538 JT 52"
39,"M",595,"Celibataire",0,"0","6827 ST 20"
51,"M",588,"En Couple",0,"0","4095 TY 80"
35,"F",1279,"Celibataire",0,"0","93 MW 36"
28,"M",575,"En Couple",2,"1","3251 TQ 77"
60,"M",705,"En Couple",4,"0","9995 WA 64"
53,"F",814,"En Couple",2,"0","4541 MY 62"
32,"M",878,"En Couple",2,"0","1244 BA 69"
29,"M",1071,"En Couple",3,"1","4259 MX 53"
56,"M",590,"Celibataire",0,"0","6443 XS 53"
26,"M",1335,"En Couple",2,"1","10 ET 75"
60,"F",1381,"En Couple",4,"0","2566 MT 62"
74,"M",1166,"Celibataire",0,"0","1692 KR 64"
30,"M",736,"En Couple",4,"1","6592 KL 79"
62,"M",912,"En Couple",2,"0","3472 PS 28"
23,"F",584,"En Couple",1,"0","5853 ZA 42"
34,"M",1209,"Celibataire",0,"0","7355 XO 17"
59,"M",572,"Celibataire",0,"0","9072 LR 57"
53,"M",845,"Celibataire",0,"0","3710 FQ 22"
49,"F",569,"En Couple",0,"1","9455 FR 50"
26,"M",547,"Celibataire",0,"0","7102 UX 79"
25,"M",554,"En Couple",2,"0","9515 WJ 46"
33,"M",1363,"En Couple",4,"0","339 TB 91"
21,"M",1137,"En Couple",3,"0","8944 PP 27"
51,"M",1157,"En Couple",2,"0","5299 JF 23"
43,"M",1217,"Celibataire",0,"0","6336 WF 19"
21,"F",1249,"Celibataire",0,"0","8553 GW 67"
54,"M",854,"En Couple",1,"0","457 GC 41"
41,"F",1344,"Celibataire",0,"0","8825 ZN 34"
50,"F",1216,"En Couple",4,"0","7006 CZ 97"
38,"M",864,"Celibataire",0,"0","6081 HW 16"
31,"F",578,"Celibataire",0,"0","9737 AZ 49"
29,"F",1357,"En Couple",0,"0","2541 CN 75"
24,"F",1008,"En Couple",0,"0","1686 DI 69"
28,"M",1332,"Celibataire",0,"0","8297 VH 91"
20,"M",555,"Celibataire",0,"0","5917 OS 40"
73,"M",1365,"En Couple",3,"0","1583 CP 34"
25,"M",1302,"En Couple",4,"0","940 ZC 55"
71,"M",869,"Celibataire",1,"0","9927 GS 46"
50,"F",1350,"Celibataire",0,"0","3868 HJ 35"
20,"M",555,"En Couple",3,"1","2101 JU 78"
45,"F",987,"En Couple",0,"0","2191 ZG 45"
28,"F",1268,"Celibataire",0,"0","9116 AZ 34"
24,"F",1363,"Celibataire",0,"0","6731 OA 27"
32,"F",1140,"En Couple",1,"0","7724 IE 98"
59,"F",1312,"En Couple",1,"1","9049 PJ 69"
38,"M",569,"En Couple",0,"0","1590 BT 18"
30,"M",920,"En Couple",0,"0","5724 KU 27"
57,"M",1336,"Celibataire",0,"0","4720 QE 34"
32,"F",868,"Celibataire",0,"0","3141 PH 20"
73,"M",1267,"En Couple",1,"1","3710 SR 92"
82,"M",950,"En Couple",0,"0","9533 ZX 31"
59,"F",1376,"Celibataire",0,"0","6306 YG 97"
22,"F",881,"En Couple",3,"0","4696 BD 22"
30,"M",1316,"Celibataire",0,"0","4567 VJ 44"
35,"F",841,"En Couple",3,"1","6638 JL 59"
27,"F",587,"Celibataire",0,"0","8549 SB 21"
41,"M",996,"En Couple",0,"0","1914 SO 24"
26,"M",563,"Celibataire",0,"0","2340 ER 88"
24,"F",555,"En Couple",1,"0","5715 SS 69"
74,"M",1188,"En Couple",2,"0","808 YB 56"
80,"M",996,"En Couple",4,"0","797 YY 66"
35,"M",819,"Celibataire",2,"0","5989 MQ 73"
23,"M",1092,"En Couple",3,"0","1869 KA 95"
82,"M",553,"En Couple",2,"0","1802 XZ 33"
50,"M",1282,"En Couple",0,"1","8509 PL 92"
39,"M",1072,"En Couple",0,"0","6588 IW 63"
52,"M",579,"En Couple",0,"0","8877 JH 82"
38,"F",1083,"En Couple",2,"1","7085 AW 77"
40,"M",774,"En Couple",2,"0","6159 BW 76"
77,"M",559,"Celibataire",0,"0","38 VC 32"
39,"F",894,"En Couple",1,"0","7589 EZ 92"
53,"F",1376,"Celibataire",0,"0","968 ZG 82"
84,"M",571,"Celibataire",1,"0","5863 ZK 40"
19,"M",1027,"Celibataire",0,"0","7376 QH 79"
20,"M",1127,"En Couple",1,"0","5367 VE 44"
64,"F",926,"Celibataire",0,"0","5259 AT 47"
66,"M",570,"En Couple",2,"0","2998 OC 63"
26,"F",1385,"Celibataire",0,"0","2980 BR 80"
20,"M",1383,"Celibataire",0,"0","4793 EX 75"
74,"F",1068,"Celibataire",0,"0","328 LA 23"
39,"F",1357,"En Couple",1,"0","2589 EW 24"
84,"F",751,"En Couple",3,"0","5444 IL 58"
74,"M",819,"En Couple",2,"0","6103 BM 72"
42,"M",906,"En Couple",3,"1","2549 SX 44"
24,"M",589,"Celibataire",1,"0","8380 GM 74"
46,"F",795,"En Couple",0,"1","2014 ZH 30"
24,"M",1102,"En Couple",3,"0","5303 NQ 74"
18,"M",831,"En Couple",3,"0","6336 YE 30"
30,"M",1003,"Celibataire",0,"0","478 OP 75"
31,"M",787,"En Couple",1,"0","6125 UK 69"
21,"M",1211,"En Couple",4,"0","8139 OP 27"
29,"M",838,"En Couple",0,"0","9405 CD 72"
29,"M",816,"Celibataire",0,"0","7469 DZ 59"
28,"M",748,"En Couple",0,"0","2699 QY 41"
49,"M",1031,"En Couple",1,"0","7170 GB 72"
77,"M",1269,"Celibataire",0,"0","6502 QS 71"
68,"M",1354,"En Couple",1,"0","7042 GX 64"
81,"M",911,"Celibataire",0,"0","5573 AW 19"
73,"F",557,"En Couple",4,"0","5801 LZ 33"
52,"F",1030,"En Couple",2,"1","9415 NE 20"
23,"M",1115,"En Couple",0,"0","6614 GE 18"
19,"M",715,"En Couple",0,"1","1255 AH 88"
44,"M",597,"En Couple",2,"0","4443 AO 16"
43,"F",817,"En Couple",2,"0","3901 HR 49"
54,"F",700,"Celibataire",0,"0","8736 KQ 90"
46,"F",820,"Celibataire",1,"0","2900 KX 48"
39,"M",940,"En Couple",2,"0","2086 SA 79"
47,"M",569,"En Couple",4,"0","4860 VC 23"
58,"M",731,"Celibataire",0,"0","9252 ZP 92"
37,"M",1215,"En Couple",0,"0","4186 WV 30"
51,"M",1231,"Celibataire",0,"0","7969 XM 39"
21,"F",593,"Celibataire",0,"0","7337 VY 89"
49,"M",928,"En Couple",4,"0","4237 KX 83"
75,"M",875,"En Couple",2,"0","541 MY 23"
22,"M",994,"En Couple",2,"0","8243 WO 50"
71,"M",556,"En Couple",4,"1","4931 NR 75"
23,"F",1088,"En Couple",1,"1","884 GJ 24"
73,"F",1376,"En Couple",2,"0","1221 KO 27"
31,"M",576,"Celibataire",3,"0","4772 WH 73"
19,"M",1025,"Celibataire",2,"0","3512 WN 38"
18,"M",952,"Celibataire",0,"0","5645 VC 36"
23,"M",700,"En Couple",0,"1","2213 ZG 19"
69,"M",1255,"Celibataire",0,"0","2823 ZX 93"
36,"M",1065,"Celibataire",0,"0","5454 IS 74"
27,"F",566,"Celibataire",0,"0","2726 IA 91"
19,"M",573,"En Couple",1,"0","5784 MD 54"
84,"M",599,"Celibataire",0,"0","3762 PM 50"
59,"M",1031,"En Couple",1,"0","5378 JS 36"
31,"F",560,"En Couple",3,"0","3249 XJ 42"
84,"M",1203,"En Couple",0,"0","3899 WB 26"
59,"M",796,"Celibataire",1,"0","1524 TV 90"
80,"M",902,"En Couple",4,"0","774 JB 90"
35,"F",851,"En Couple",1,"0","1796 XM 88"
23,"F",1341,"En Couple",3,"0","8709 YO 12"
54,"M",895,"Celibataire",0,"0","4681 EH 74"
23,"F",924,"En Couple",0,"0","4701 YD 34"
52,"M",1372,"Celibataire",0,"0","8834 YQ 78"
47,"M",887,"En Couple",1,"0","8823 WN 25"
29,"M",1046,"En Couple",1,"1","4847 LK 86"
64,"M",736,"En Couple",0,"1","8588 ZS 23"
22,"M",552,"Celibataire",0,"0","8528 HC 69"
